cc_number|cc_expiry|cc_provider|cc_ccv|cc_card_type|client_id|token
30225203103665|05/20|JCB 16 digit|111|Platinum|acbb169d-955f-4d2c-8631-e9a7c41b48db|7e984a81d365196aab684aeaaa49e7fc0a5ec7ce22019b2f2bf5c70d21511d56
3508580296114236|03/18|VISA 19 digit|8149|Gold|297ef9fa-5d0d-4e3b-8524-e7ff33ff4d1c|aea121d6fffbad5e13568036737b7b613c2d17279724857ac5e23cbd4fe2aa90
4145538995002214055|10/29|Maestro|945|Gold|6f6923d6-b04f-4549-9239-26676cd82ded|b2ba8f7ec78f46edd5ed3d5e921061e333a86c7a8981a67e79b10a65c89fc15e
6011066081280211|06/24|Diners Club / Carte Blanche|266|Platinum|faf12a8c-46ca-4afa-8ff1-095d77d834f2|b58cbe3188bb79b7f224014c1b47c59507d34e6510242081d629b5e5539a499e
3552740591116600|08/29|VISA 16 digit|315|Platinum|7046d307-6809-438c-83f1-aaf93a2efc87|582eb6c9fb960af3883f39042f81cf2b8e2dd3e2ec1fea63f67e224b39cbe7b4
3583607985198580|07/27|VISA 19 digit|682|Gold|4da16936-e5de-4561-ad1c-af0fd2c78d24|e81c843dc4e4664225948a82904dfbdd44c0891942ab4ff1a3a57af5d0a82986
6585074538371886|01/23|JCB 16 digit|211|Gold|368fc298-704c-4052-8f59-cbbe76ff9ce3|63d389b4a0bf6ad82f3b112e2cbbba5c7ef4133c8d527b38b9da36ed80247445
4676199363592|04/19|JCB 16 digit|229|Classic|3f286e8d-0176-490a-ad00-d1c15011604c|97e6f17529d3004172aa9646703a3ad7fe06885ad04de6559f181e917c3f9ca7
180078475324586|09/22|Maestro|667|Gold|15e7fda7-f32f-447c-b261-ccf4fe7312a7|d432a1ac77dd26ec1f8339ab90727a9ec029169a08bafd95292b874c838670ee
2327009926188973|08/29|Mastercard|124|Classic|d6542fb6-f9b9-4264-8965-952c4b602cbd|a943d61a28c32d14dc2d0c6913f080e32f3cd3b9588472a3bf958d64ecba2d1b
4981996925423|10/25|Maestro|876|Platinum|14f62a86-083a-4237-a23d-b4c18ef9b838|972c59d00aed23cbd1088f33d141a87f5ae8826a7cf385ef9ab978127ea0c781
4178232659932286|02/22|VISA 16 digit|303|Gold|15e85229-5c4d-49a6-97de-132263f91f66|0c6dc45ec52c12916802d84ce921dc26c1a931946af84f81ae1291147827f34a
3532387009496094|04/26|JCB 16 digit|638|Classic|668f1a6b-4d83-4714-b9dc-b251c5522eca|371779f5aada442db1ba9a78aa154e6bf8d5627f64998e992582561edb19131b
2259674794647806|04/18|JCB 16 digit|089|Classic|691a88fd-4739-4f5f-ae26-cfca8236d4db|2d2e83b91ff009d3dfae80ecfa341d6f2673257a8498ade2ab206096c19d1c09
180059935958239|05/24|VISA 13 digit|591|Classic|48fedad2-6838-4a3c-91bc-a6214b59460c|b550ec1a0a26f7f22817c431b371292f07cab43e4f00b2e060f7bbd74e4adfc9
379245105836823|06/18|Discover|239|Platinum|e5db37d7-7cfb-4634-b701-98cec36e74d5|9fcd0ed4e52c5d6aca924a1dad0c677775d02488a5565676a29a9ff39d583569
3548421031256812|12/30|American Express|777|Platinum|63522e93-0691-439c-ada3-67b617850c38|6f5865abd6efd1ad0391c2620edeb5e73ec5b0ef03939e9d8a6b18a9044fb70f
4460412024483|10/13|Maestro|583|Gold|abf95658-5131-46b1-808f-033db08783f8|dfb980c52e302d2d35845a856eec397dbff38c0df714212ff440e364ba81a101
3580140230733624|04/18|VISA 13 digit|488|Platinum|f3323952-d3ec-493c-aed5-c14fc95f7352|1c9f4627c2c63e00bb244c5095f53d9e2f218ed5cc9988dd7cb27791f202bb09
4951091826966|10/29|Maestro|332|Gold|4b09346f-a12e-4f20-a602-73ee3c3d66f4|b0847805a93a5ebb412e598a1323eca65921fe4da0b6a4896cfdfc6ed2e533e2
4199116199725744921|11/29|Diners Club / Carte Blanche|989|Platinum|bc3471b9-893f-43d7-831d-14a7364afb6f|0473cee9222fb97ca2d51348e66a8f191f1a74656a0c8f30cfe559181aa910b2
180033590493121|01/26|Mastercard|048|Platinum|64dc43ce-f686-43a2-94e1-f80ea81cb259|03082947e2a89d2fc31410df50bf8c79db5dfa166661f7054374785d75139141
566048772982|09/20|Diners Club / Carte Blanche|962|Classic|74b57899-b184-4fdd-b0b1-bd3d6703e0cf|82a2035d7d178e8c10ef8df6ba6378840a660100ebc9c0447297b877ebc9e82e
2268280504841751|04/32|VISA 16 digit|845|Classic|88b586a3-245f-40c0-989c-74b8dd02a096|e46fa36df79f38f4282c58294987a9a48f29d8a0830aaabbfe13c71cb1e84d98
4208803877153|12/15|JCB 15 digit|3486|Classic|b224ec43-c2d9-42c4-99cf-6594226cde0d|31deaaae6def26c8620b396c957a8bdf4a19a1c5da25c3313337cab664741759
341565146048616|07/31|VISA 16 digit|176|Platinum|fa5b27c5-cb5b-48fd-a5dd-007a849d699f|2a9919012f2acf04a32dddfeaad51a458cae033def55d046160bd684049b5ee0
180030739334562|01/22|Maestro|073|Gold|6bdc97dd-f8b2-45a9-b1fc-7f6d3888cdd8|6e75e6f4e04c38c5aff4c3a601a3066c2ee34f28f776143bc62fc98206928f61
180043606544171|04/20|JCB 16 digit|745|Gold|94882467-15ef-422e-bc44-81b2495cb63a|5f7ee4d76f8065039d69f94341c6c7e28bbbe3765867e420d18124ad89fa8d17
6598154270638505|04/23|Discover|208|Platinum|78756d7f-0982-4b73-840f-17d8696f8d42|2eca581f47a201cfd63b0d87f37ae760f24d0168dcb421584d30906802a10c09
30010049775383|02/25|JCB 16 digit|438|Classic|d71fa1a7-7474-4d37-9715-14ad6ea54a56|baacde7b4a2d5895fac1d170b8f16bac569ba9da515b01a533c4548c139c2280
30444002087181|10/31|VISA 13 digit|515|Classic|1f444870-d68f-4447-a9a0-8942d99e7481|da2ce66dc03c0758cf62cdd37aa05d7e0fc0fd14af316134ab864ca551ddfb8e
3524294813476785|04/32|VISA 16 digit|329|Gold|09c08b44-f131-44dd-8213-d5b67cf5ef9b|777f5067b57df6a18b77bcc8982e8321d41d344379a977afe1f46517b2d29baf
4773718052538092190|02/25|VISA 16 digit|535|Classic|84355834-a034-4d3f-b066-2a616b795afd|b826f55302c131f807a0b93d9c9abd4b2d154923720ed112d9c85e2e9d3b0aae
2669204345630616|02/26|VISA 13 digit|462|Platinum|3e1232a8-5c68-4b16-85ef-4d9b21e4be0b|8879c9b533ac943e9d4cc6dd4c958184eed4463f0c977ae5b53028aecb9e31b3
4432839246244058|03/32|VISA 19 digit|498|Platinum|678d8955-9154-4c80-86e1-e82a6821f34b|13e3d9dd03fd913ebaeffada65a6b654a1788b2d19ea04d1cfceea943ae28dcf
4036054651757|03/27|Mastercard|612|Platinum|63505865-4597-4261-936e-24b48969bf6f|ab573ed6abd581ab878a79741ff3eef933a9d43dd4a6a119066d99f745335ed7
38915951003818|12/19|VISA 19 digit|778|Platinum|8756cef5-31a2-4e44-89a5-39b7bbee45a1|f2ea7f088de7403943515ae9919d50a214e3807846ec6597a87557ece7b377c1
374579922796215|02/15|VISA 16 digit|702|Gold|62f86e40-106a-46b9-be47-32b5667859f6|bdc6619d1bff24da8608b51d509e07eff6d1781ebdf487bd7db315f5c6fe7786
5369475027122900|12/17|Mastercard|117|Gold|8b4c580b-6de4-47d1-b9b3-fbc05969c422|e51a1ae1e8a1f640003b1563773142a1529d21c2cddc9b78c6c1ab3ac804da44
6564701116241033|08/19|JCB 15 digit|252|Gold|a884f25c-9ea6-4c16-9957-cbebf73dcfc1|2c38020cef41b1302283ec7d675467d5ddadd5ddaf0f81b09350011bddbd074a
180030481053428|10/22|American Express|373|Platinum|deea00c5-2eef-481e-88e0-e210d17a3d8f|272e0f52a675f508ab105aecccf387ae2f23b48a9beaf5162c3cb1f5b6134de4
6011564580593688|11/30|VISA 16 digit|2226|Classic|999edc78-6fd6-4c72-81f4-c91f479b572e|7012f85e148e34bc7052bcb3fd3dd75397a9069e95a57ea3a4f4ddd2770bfb82
2708573891900265|06/18|Diners Club / Carte Blanche|507|Platinum|b353e18e-e990-4c6d-9b20-d20e6c0d2606|06be22b8fdb91a9adba89bc81d0a78391ab5c5d2b22edcd832dc30c4fdd7b4ef
2267045629638163|10/24|VISA 16 digit|864|Platinum|72d0893f-b0ee-4c6e-a105-73c6ba49fd85|9ce1fd44997dd644a44c766fc5649378dc21b454fae4caaaec36fcd9b2aaf592
4319585826365|10/14|JCB 16 digit|195|Gold|89f105a6-ae8f-46f9-8e42-711d1d41064c|86add64265a554c23dcb357db036b1b12ab59f8f7169c0ebc768c4cc89dd4ce4
6504215837240086|03/13|VISA 13 digit|816|Classic|f7e2586d-e552-4a09-a4ff-a3d4f1435a25|38ef67f195da65c0c7605bc0ae66909ce17b869ad773ca02c6d01ac01f6d2b49
4822522980908470|05/20|JCB 15 digit|111|Gold|a0f20523-58ac-4eb7-b533-959125d6940e|f88a218c7e2398983effaa534cc9980ecc5601eb7f8b0835de97c8d3fb28dd8b
4465943815676508|05/17|VISA 16 digit|576|Classic|843470a1-e841-43ec-b00f-64fdb7914265|b02ce26b1f0caea1bf870bc634fe626bcfd7db3b21f7ed3c87ea132d5b4a03d1
348432441751316|10/22|JCB 16 digit|141|Gold|58182ba3-5170-42b9-bb31-8e98f34009b0|54f02a1f163be2e1ff831a347e0d91fab3c8970b87b87308bb5e1ad90534f19d
4274178658364604|09/19|American Express|372|Gold|7bfbcab6-c981-4520-872f-28676b75c23a|c068eb1e22558d8589c422521af29cf0dda4a92d3d1dd0a7c9567cd859b2c9d6
3512538057015996|07/26|JCB 15 digit|133|Platinum|673a4da9-f4a6-441c-845b-3528cd5ba6ba|f0d523d79fbca1d45dac1332ca804b43cda276f380f562a0bf15f01498dc0e84
180069695869385|10/19|VISA 19 digit|039|Classic|886f0399-a0aa-4dfe-b15c-7e74bd59eee2|62f1d7e7a917c2fecd5fee10f1f109050810ea5b281f8e5b1da4da423797821c
3561952054066011|01/29|VISA 16 digit|782|Gold|81c414a9-7863-4290-846d-79097117b47e|324911772cf6f080beb534bcd7d2a98b74bbddc18a6f002c874d28e026543341
4569586429660015|01/16|JCB 16 digit|015|Gold|27dae132-6834-4784-8ab8-aa99044c30ff|b30c16ab6053f53fe35339d2c5f65f786291758b84a1b7db12cc8b9111b81cd2
4610115155717|04/20|JCB 16 digit|6591|Classic|9c8bb6a6-ac44-4966-8552-b034122f8e52|15e2f545d6f4d432de5cf3cb071c0543ee020c5ff3271bcfae60045fc889596b
3517312064792343|09/19|Discover|299|Classic|b43dc48a-4273-4d4a-b177-731e3fe179e6|8c20e37019864183478741328df829e170bda50059410815dbe8928d56e965bc
38931911597716|05/28|JCB 16 digit|029|Classic|71ae0c38-9faf-4c78-b28d-8b40df7901de|6bafdee8a00a26ea6d40b80cb2d8761544e2872b5994a0d558d708d6505055ad
6542017334599293|12/25|VISA 16 digit|965|Platinum|b81395aa-5f5b-444a-bb69-7a18c77c5763|a7228cdbd738737e0451189cbb777829a6dd79f2a6156f5681e1938019125011
4259876638279|10/18|Diners Club / Carte Blanche|764|Gold|a389770d-2b13-43d9-8497-c15fb640b836|26a9cf8cf264ed686312980f3583b4065fbe514a3d2826485ac2e6c2e7930ac5
3576386208997123|12/22|VISA 16 digit|977|Platinum|22a35806-86b8-4523-86df-a5b025d7d2af|6811769f4cd7b37936fd89046deeb92215fd573094a4ae5060394f555ae41049
3570796766830811|08/24|Diners Club / Carte Blanche|886|Platinum|4340ae78-9477-4817-9364-c9ed8aa44584|5f1ba3fd0ceb8a42618f2b80923e1120a77093a723535a97a12e454ffbeb7876
30172298247470|02/28|JCB 16 digit|7878|Gold|a0a853c9-4fd9-4a91-8ea8-1639f676b848|00d1b57658f64ba94916f1fe59e925e7cbf47b14617db5556ab2b766256758a1
4500509430665114|03/21|JCB 15 digit|501|Classic|c3cfaea4-11db-4de6-ae85-f4640224811d|e3b2a679381a050f2e011d6b00f96d1db71db40905676a59a7a7b788d8939e93
370095535151650|08/14|JCB 16 digit|591|Classic|125e0d8f-7c98-4cd7-86bf-fcbe8a221edf|a8b4bfe0c86ee09fdbb54663bb701d71ec27f56ae228e858eb4e5e2b3d78cb6f
6011439858395712|12/14|Diners Club / Carte Blanche|503|Classic|46e02763-42e7-440e-bd9e-a198befca058|eeab3ce3ea398f60d11f060ea44535ecaf9783eca949291300f6329f977de5a0
4057904545716877|02/33|JCB 16 digit|964|Classic|def2fc21-2714-4ec3-ac67-6b87bab087eb|8976a7c6a5b50454dd868fed12e832f0dd454ed7925ebec5d91afd33d6776209
3596532874362235|07/31|JCB 16 digit|694|Platinum|3a26ddeb-0d5d-4c28-8355-00800d6495bf|0f494553c2e8da75d2c387f44fb06a3cbb6c9a4e33d63843c48970b2c1876374
4134151854026499863|05/13|VISA 19 digit|950|Gold|1420f82e-5482-495a-b69d-df5faaa18fb6|8393430ad51bb3d98589608e4d5eb12e8433890d023fc484d406f4f25674e0f4
4233026048221116546|03/31|Diners Club / Carte Blanche|413|Platinum|558872a2-c566-42ba-b646-baf9e36d69c9|69f9fbb33aa480acaa2df33dafde0fed357d4eab5f90c8c4585c30633d1a3493
4097440228411|08/20|VISA 16 digit|583|Classic|44725c36-916a-4f19-9b5e-84eae5842468|d93c8e271a48fe5370c20f9cbe89cd593fe2e41433e024759337d6c08498a573
502091322763|06/15|VISA 13 digit|895|Classic|9e335b23-3555-4ff1-ac26-71d76de26cd1|2fee4604b6b7f50436b289fe037bb4d60e7d71b48c027e021ae6a9b10bcf73dc
4514655211603282309|10/23|Maestro|760|Classic|f884e028-2e22-4b3b-a56e-3a10d276cec3|74a7c77e3d355e87bd5a7c9b40af3693d66dd7c72c233031c2155d696f249c76
4530463758088|10/22|Diners Club / Carte Blanche|197|Gold|06f72626-153d-4caf-b7d6-016127a1abd7|126188f78934499fb8e549e6c02f89d382dbc693e1f60fc7f8681d0aa6decdb5
4531160784700207|03/14|JCB 16 digit|914|Platinum|17d45e73-c856-4ff8-9b55-088ecfa802c3|337e894af68c0aa839465ecc3b96827789df37005c42f0fa2ff3f665bff60b0f
5168236550578303|05/29|American Express|678|Platinum|b30c0f50-002f-4c1d-980f-36596a65a545|c1e8de9d12d0c917a9ab79f534dbb2426be396e0f5ca50b7a1ae14550a1d74d8
4842900608903|04/20|VISA 16 digit|452|Platinum|2688ca6d-a186-4bfb-8661-89d73176f37c|bdeed566618039e65f4110efec1aa62aaacff67a906b35dfc76360d1a0efaa3a
4654520624306526|07/23|VISA 19 digit|937|Gold|5c9fe47e-abdf-479b-bc61-402f5ade29be|d4f4da3a522041dec1ceb27059d1c6b7130a0c3be0dd1c25a5ce719da38b0d09
38097357061383|07/14|Discover|4275|Gold|584280c4-92dd-4d40-ae52-098f8dba4cb2|e58ad3d7c340dd56a79f607afd09b7598a54db787a37cc444fbbf0123ea90d13
373746338479840|01/21|JCB 15 digit|121|Gold|a3c622a8-ad4d-46bc-a17e-c461a761175c|709303a651f9057a04406b9abe36c0114548b2850c3b9a43d32188630a982190
6011993891058463|05/28|Maestro|087|Platinum|662b6a91-035c-4843-9e67-3e678058fc1b|4e7174731d23c18a5d4174d4b3d6e9302bc81faff35e6be12c35ba1b176ffc11
4348505877823543|04/27|Discover|311|Platinum|89f2ecfe-ecce-4528-9a75-6c81e7e3c7d6|3eb13140d6229e78c0d67086e213246aa28e23f560bfe217ac7c317731af45c5
6580100223003925|07/13|JCB 16 digit|754|Platinum|5afa691a-da26-42ee-bb7d-5b5e10354238|b90cd5545afcfd740c2039b8e2ac5344443407b3f91fd43b3fe499cb87653471
4835494885783272|11/13|Maestro|614|Platinum|89396251-9525-47e7-b9a4-34117d88a481|68f3be981e29a0717f0fb6f0e1810f922ac8b29182ad4a81c1cdc19f7ad05c1f
371862555783038|08/29|Diners Club / Carte Blanche|067|Platinum|bfa1f011-59fd-47fc-8634-a632dfc3e26b|a2f25e4bfadc8d250d94b9c88e853ccafd8351a1860bd6257f4bb8882c8f6e8b
213134502611122|12/26|VISA 16 digit|284|Gold|edf500f7-26e7-4079-af0b-0abda9e0233f|d52cd7177dbbc91cd90418863460da770c328cd8d79c9f2acd77291c9fade451
3529929824615203|08/18|American Express|783|Gold|18ae566f-3be0-40ae-9c6c-00f79daeee5d|b34032f013471967194f46a3192234f8f4a7cfa17c1f1b3dd658863d024caeb0
630466507815|01/17|VISA 16 digit|716|Classic|bebf59fd-e0b0-4ac9-b44b-9dae01da0bc9|4265675941774d8012135ef0643c94cd0bd8050cbfe1e1f1afaf58dce260b698
560937732835|01/33|Mastercard|505|Classic|372764a9-e5be-4c6c-b46e-671a74cd77dc|adcb86c48e0d8f1d5db219d140daa1d2669424a630de87b82dc6f682f2f6191e
4731538496180594|02/15|Mastercard|265|Gold|222a6bf2-74b6-4135-bee3-731d474216bf|956a50b9b56ceb6a613825b455dfc01b8ef3f5bb6e1f3b457c1a3b7590a099a1
4820833508267809236|06/21|Discover|291|Classic|b904632e-35c4-4f01-abb8-4ac9995937e2|1967759ad0e77efd54fa75c85b61bf9187ccbc5b2de9e3d8d236a1c42a7fcb1f
4590204127510655|01/33|VISA 19 digit|926|Gold|b882a592-fe07-462c-b0c9-e846308b8382|635a8755b32c32595ff6544f82e3e9d17caec8fc71f0af0dc4872c82f737a2d8
4986550139139|03/25|VISA 19 digit|526|Gold|9bc75fe5-c892-403c-9b85-16463158e0ef|4127447be518562daf6672108baf7d06eece443731da94fb4f2fd44b67016664
5149334261691806|04/21|VISA 13 digit|611|Platinum|2091d2e4-6654-40e5-9177-140b04dcaffa|353fd6b8a78701dfb72ac992c0f19d9cd81a283e8e753a5095969e648ac906d4
4017351572520037956|08/21|VISA 16 digit|803|Gold|f015e07e-5228-4e5d-8cce-256f20865537|3eea0dc93685850f5e13763936e2f2f0114a319b24e87036466b226c832a5c11
4422442117347134|05/26|American Express|232|Gold|ac1e9d67-fe4f-4839-a2be-58f9c3ec4dae|0d013fbdb1f9aa210a8dd55d39bf7132e0d4a502c8ec2be95f2689156a8fed83
30531296255001|09/18|JCB 16 digit|607|Platinum|7ee11a94-734a-4795-add4-fa6fe33a7618|859a11b99e67fee9265e4089dfeb0b7164c48b1741ee7bd586e1aa4f3b017b7b
676337212614|09/29|JCB 16 digit|207|Gold|a4dc2de9-857a-4cdd-ac42-325a01acd140|26168cfa47af29bba5ce90c7fe5573ea254d37c97b5aabf280b12b0d0d467557
6566827433163044|05/24|VISA 19 digit|278|Gold|f7af50da-bfd5-4924-990e-5e8aff05256e|0bc7428496ff8ea2f0252ee20b62f16da16770572373eaac9dc858f146e7adcb
3501739391835288|08/31|JCB 15 digit|831|Gold|34784ccf-5f1a-4123-8f92-434a51631812|bad0ca2005ed550626d067f0f5abd1be8dc54d4044f9df530308633f4f46b9b7
180081588680696|09/18|VISA 16 digit|116|Classic|c4671547-2394-4726-a380-e2c6e4036a9c|7086069b0ed59b26134c3353ad0b904de15dd2d87814662085ec8383111841b4
3522300756866346|05/16|JCB 16 digit|471|Gold|f21a101c-1e39-42f7-8588-d2b06888d5b0|d18a32b3c0b89b057db445a2f960bba76e6156cfb91e9f5bdd56878271e80aa4
30314347698366|09/17|JCB 15 digit|377|Gold|11a56a0e-e3a9-4d1c-94f0-2204f189e280|690b73dbbc39b61207377b0c5c438fa5f3271e81085ef891101a8aaeafdafa0f
2227086279112470|04/14|VISA 16 digit|264|Platinum|614f18b2-a6f2-495b-a079-72efb28461eb|b1a08a2b9a627e20b7de5c864f39ae34dc5cbbe60c1ff9174196057ffa8c7f94
3570607714521305|02/17|VISA 19 digit|848|Classic|5b35c477-bc73-41bf-81c0-e20cbdd53cf7|b0a925a10d183642a7bd9ea2a7c24178d2762806b542944b170da5ad650b6e83
213182603719922|03/24|VISA 16 digit|087|Classic|29a408b9-4c43-4416-896f-c9101158e552|1f36939900609ed620868148198ad81afd7a28703104ecbdfcc479334b15c1ea
3595020938282764|08/16|Discover|239|Classic|4bdc6d13-1d02-4d62-ace9-9f7f67d6aec1|9601c732cc8b51bd6a446d4a2428efb7f11681805fa46d1c892ec873b2e95b61
676114347179|12/17|American Express|422|Classic|c276f401-4047-494e-bfd0-a105d8dc1f2d|8e48c1f367a0459ff83c32e4ee275fe3e2a518e7f5c8b20037eb87568c0d8226
2671609810355943|12/23|Discover|536|Platinum|a51b934a-9066-4df5-9275-3d2882fe514b|c74d7adf5203411739976f88816383c006ab13cc16b506c012e0fb18ade28393
341116649421890|04/15|VISA 13 digit|405|Gold|ee969148-dc75-4ca0-be18-a4de18842bff|72f2dd6ca6255557456e8172de7b065d035de11df00a24c8e704b438edb6fb86
3578892043703558|05/25|VISA 19 digit|362|Classic|030b6973-d87a-4602-9591-b8112fa6e33c|b9f83c6168bfe7bfc37b07224c699646c201e3bf878e9caae416028aa43b1f1e
4425952053362811|12/19|JCB 16 digit|370|Platinum|d4cd2f20-9e36-4d5c-b9a8-04d1e165154a|d70ddb29b24576c9d24e307f3c3b647b5b03b0f9e6b6e73223894ebcdf90f6dc
38892003442312|01/20|Maestro|546|Platinum|c69b248c-1f58-4bfe-800e-36830c0ad900|5eeaf29be4d48529185a03985bb0c7e64f5f229413a0535af20bf4889efa3740
4496700158817369|02/15|American Express|230|Classic|469d26e4-7bac-44c7-ad96-b82a352fa764|666379f827dff3bd75ee274d96a1660ae217508fc9036a7ca1b35e5e735388cd
6536145464530669|12/17|JCB 16 digit|089|Platinum|79e80995-1f75-4f31-bb85-eecef70d9a18|7ceed62e4ce0028f57ededf2a12137d935cca574a0e9207d90ddbbb7aff08074
370236439719149|07/29|Maestro|5071|Platinum|c1f47467-26a8-4b07-a884-56d1f0925dad|01cf4ac451cc5db7138cb4c38880b96df79736f6a000dde2190fafaa13bc9874
2664195525144292|12/23|VISA 13 digit|128|Gold|19b02dff-93db-4932-8917-c331a32c743e|ea3324537cabae2f60cd7cccbad3dd593fbb1b92414a0614687647da841a49dc
3589375164959743|07/25|VISA 16 digit|604|Platinum|3d7da6f8-389f-499c-ac9d-f5ecc45d24ab|fd2024891d8bc4f19b362b6fd9867b9a611315621e5d99294ea0dd3fd906ac90
345243678898230|07/27|VISA 13 digit|509|Platinum|fc6449de-fb3b-46fc-90f7-3cde7941236d|2936ac87891d1b61e82f0d915d53b316e29648e0b9c3881cdf817d3728c548d1
2708200760043353|07/26|JCB 16 digit|340|Classic|8c532384-1644-4cbf-95d7-e828ff1c237f|3fb88fe8a9b17821e6974bc6e33c4bf4b02803da0a8da0bbcc009a5a0485e0f0
343340007046358|05/17|VISA 19 digit|816|Gold|362b6fe4-8cfa-4133-a73d-2568f34f5dde|684099ea27f0ad0fbada99dab1cbe64624b0e9f1adaab51fbc796ad5c4c8d7fe
213126139911800|05/20|JCB 16 digit|726|Classic|4c098c8c-1672-4ce6-9a19-2cab8af89d7d|b0315db24c4b021f671e5427fcb7be929cb0372db1e358608640947b0fc71abf
340728207743803|03/15|Discover|214|Platinum|32c713c2-c492-43ce-b049-80402bd0df16|b0ae48b2a1bdf44b94708eb5558b65e1168077a9ab41a9f3673662aa00548e6e
4346080341870947292|09/21|Maestro|7668|Gold|de7b9d0f-ce83-4f53-b3b3-120f25074e20|bc54127e1c827801b2db9ab8a3cf28457dce469bde161d7fb30ae49245d5cca0
347280526580618|05/18|VISA 16 digit|709|Classic|67d03ec1-e99d-475a-b39d-27403fda16f6|9b31d754014e53300b294afa237daaf75def7bd5ef4289980a889c82fc256076
2702615808746996|06/28|Mastercard|903|Gold|068ae0f8-3d32-4994-9547-32fb927758cd|55cafb266e86760aee8015ba99088835f4abdddb88b099dedcc617dca70f1946
4032991102631433|09/17|Mastercard|508|Classic|cf1ec1b2-2eb8-4fd5-863a-09a21f53dbef|5c5bf0fefd7a068c505ed7eb639fe11677f544ecf24e1433e67f8b6e384976d5
6011463547057665|10/32|Maestro|052|Gold|7dddfb45-3bfd-49b0-9376-695526c392f1|d05595d55223bb5413c61a1de133f1bd3097419c31baa86808fb0d1dfb638b90
3575789796830377|03/22|VISA 19 digit|593|Gold|829173b6-99d2-4cf5-8a58-9fa321808e7f|cfbc11e372ef9f5fe6c1546d985ad4420d74eb9796d4666a594e9018e444c8c6
4632933013276043|05/27|VISA 13 digit|586|Gold|b5a2ea77-e5d4-464c-adf7-f9cbd8a3625e|a5811bfa3c94b311b5dcbbfe4b87101c7d433850dada31caf134ae608f42f6f0
4139821551865696190|05/31|VISA 13 digit|845|Platinum|e9bb4990-218a-4f3e-bac0-7239cd4db3b4|4abc12138281579b8d2ad4e70cc1adf02dd88137a7b5350c4516a849b9816a9f
4660442788145594|08/21|VISA 16 digit|226|Platinum|b1c4576b-1b08-4b8e-9ddf-cacf1901449f|1fe5e5172321a3fb85cf71c636a0c4ea4a3e9bc62550c7ea84788a545bb19894
6586048782935546|06/32|JCB 16 digit|927|Classic|2acfd647-18a3-468b-a1a1-16e93bdeb128|440f1c37d1c67c7d6a0b837dd39c1a232adb43d495cbc4fce4c2948edc0357ab
502019509350|09/25|Mastercard|118|Gold|1c2a7df6-683e-439b-ba90-eed778792841|6073617cd8e6ebf29af1e7af6c062ac855aea0eb0502238f4591757a8bbbb9d5
4235028764890|09/22|Discover|398|Classic|0ba197a6-af5a-4669-a9c9-d224110c4822|d08ebf8ebd54f4af0792d6ab11e8c4e571b862d9df612180f645027ed7e4f4af
639022155365|11/18|Diners Club / Carte Blanche|664|Platinum|c95efb97-b8a0-4010-9c83-0da2082fb688|596dc1150297f746d4a4a316d67bd3e3d26c1f609d78b16d8f382e4abe3f8e5e
213187805392782|07/25|Maestro|147|Classic|3f6f8494-dd2a-4795-8121-a7b495262069|155b529873af60e5e819ebb3c60245eae6764468e82cb9ead41b2717327fb404
213108828615694|01/26|VISA 16 digit|737|Gold|7ac0bbb0-3dac-4293-8985-9d7fa85e46b4|55fa555afba76d47b9416c6c41c9fd89aa0ded6e209ef441a930fc51998af816
4415640019814825|05/25|Mastercard|303|Classic|63c4fde4-164b-483b-84c5-baadd9f7051f|9b57d3fb84a376ab354ed5f59018d3f1f08ed2292fa431c21efd31b38e8fbcfe
4567922370626|09/30|Discover|560|Classic|6e378b14-cc1c-4579-85b6-231e09ff63e4|54bfa9a3b039722afffb0c7351fa4a49d0a1173fd336ab9520ba41818dd32e3c
4348088473532|12/16|Mastercard|624|Platinum|3aee9fcc-513b-44b5-acf9-6a9602a65ae5|61733c338a396b8cd2234bf3763b321721094612c0938b774bcd6cfd49911560
4215599618648111|04/24|Maestro|153|Classic|c90439b2-9328-4b3e-8b22-472df4c6205d|27f958c546d8dfce80f0db16f679381b76ce39714ea54831ee336c15bd4daa40
4936211014264485845|03/26|VISA 19 digit|774|Gold|0642bdfd-1a27-45c2-841f-d24f09c40085|46c9cd79f8d72869c555c6a565b388c3ff48b4352a0aec95ec087dad2b26372a
3541586793950393|12/23|Diners Club / Carte Blanche|544|Platinum|f99fbd1e-53d5-4abb-8ef6-d46e311103c3|d031f2fa66c69eb959e58cb036eb146a35e922a2beadc034c4cf02218679338d
6011523375418626|06/16|JCB 16 digit|868|Classic|7a9d322d-2576-4531-92fa-1f792e377a36|8fb3e2090dfa8b1cb0bd3e1a4bc5d3829b01e613e2d17e74a5981c1e0a2c1ebf
503804231929|03/17|JCB 16 digit|974|Platinum|7f0d2564-f323-4d2f-ae63-ff5299e3941e|6dd2870fce9dbd3bc1a271e55e89310133dac5f34a144dfbfd928ca1adb3399c
4397181041271355|04/26|Mastercard|778|Gold|fbc766be-8c94-4dec-99d1-b3498bebb35b|9567f21181a4cd4bed89d0f12118b92343675512e5bab98f8cb1cb55ecd2983c
6011576732527000|09/31|VISA 16 digit|065|Gold|e39e18b8-cc27-4f88-8ea1-bfdeef72aa4b|b27c97182a8ad6fe07524f17ede67f4dff6338b37909c930781f70514a6c1430
